의료기관명,의료기관주소(도로명),의료기관전화번호
라파엘치과의원,"경기도 고양시 일산서구 중앙로 1413, 401호 (주엽동, 동영빌딩)",031 912 2275
채난희산부인과의원,"경기도 고양시 일산서구 중앙로 1565, 502호 (대화동, 메드위즈)",031 911 7588
금강한의원,"경기도 고양시 일산서구 강선로 152, 201,202호 (일산동, 두레빌딩)",031 815 1075
순정성형외과의원,"경기도 고양시 일산서구 중앙로 1547, 303호 (대화동, 킨텍스존)",031 913 0075
규림한의원,"경기도 고양시 일산서구 중앙로 1406, 415,416호 (주엽동, 한솔코아)",031 915 8288
엠앤엠소아청소년과의원,"경기도 고양시 일산서구 강선로 49, 304호 (주엽동, 일산비스타오피스텔)",031 924 2647
봄날초이스의원,"경기도 고양시 일산서구 후곡로 22, 2층 (일산동)",031-914-0788
연세빛치과의원,"경기도 고양시 일산서구 일산로 524, 202호 (일산동, 동심프라자)",031 912 2870
연세내이로치과의원,"경기도 고양시 일산서구 대화로 124, 201호 (대화동, 명성프라자)",031 918 2275
하얀나라김피부과의원,"경기도 고양시 일산서구 일산로 576, 204,205호 (일산동, 대성프라자)",031 917 7588
보인한의원,"경기도 고양시 일산서구 탄중로 533 (일산동, 세림빌딩)",031 922 7588
서울스마일치과의원,"경기도 고양시 일산서구 중앙로 1565, 403호 (대화동, 메드위즈)",031 917 2879
미래이비인후과의원,"경기도 고양시 일산서구 중앙로 1574, 402호 (대화동, 월드프라자)",031-911-6105
숲에온한의원,"경기도 고양시 일산서구 송포로 26, 203호 (대화동, 현대프라자)",031 925 1188
서울나은치과의원,"경기도 고양시 일산서구 고양대로 732 (일산동, 3층)",031 975 2804
백민한의원,"경기도 고양시 일산서구 강선로 59, 306호 (주엽동, 동신파크빌딩)",031 913 7743
경희가좌한의원,"경기도 고양시 일산서구 송산로 393, 201호 (가좌동)",031 923 0175
남궁정형외과의원,"경기도 고양시 일산서구 고양대로 732, 2층 (일산동)",031 976 6644
연세큐치과의원,"경기도 고양시 일산서구 송포로 26, 204호 (대화동, 현대프라자)",031 919 2879
바른정형외과의원,"경기도 고양시 일산서구 일산로 676, 2층 (대화동)",031 924 6161
연세미소치과의원,"경기도 고양시 일산서구 고양대로 726 (일산동, 가동, 3층)",031 976 9728
연세이(e)멋진치과의원,경기도 고양시 일산서구 대산로 124 (주엽동),031 919 1800
류재춘내과의원,"경기도 고양시 일산서구 중앙로 1559 (대화동, 2222-3번지 씨티타워402, 403, 404호 )",031 819 9000
다솜연세내과소아청소년과의원,"경기도 고양시 일산서구 일현로 123, 302~4호 (탄현동, 휴엔코아)",031 912 3799
하나정형외과의원,"경기도 고양시 일산서구 대산로 222, 신영프라자 2층, 3층 일부 (대화동)",031 918 5252
의료법인마리아의료재단마리아의원,"경기도 고양시 일산서구 중앙로 1456 (주엽동, 서현프라자 3층)",031-924-6555
플라워여성외과의원,"경기도 고양시 일산서구 강선로 49, 303호 (주엽동, 일산비스타오피스텔)",031 911 7599
베스트치과의원,"경기도 고양시 일산서구 일현로 159, 3층 (탄현동, 탄현동근생빌딩)",031 923 7528
백희수산부인과의원,"경기도 고양시 일산서구 중앙로 1426, 503,504호 (주엽동, 일송노블레스)",031 922 9200
연세덴티프로치과의원,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노브레스 305호~308호, 310호~311호)",031 922 8100
대화경희한의원,"경기도 고양시 일산서구 송포로 35, 203호 (대화동, 대륙상가)",031 924 1075
스타치과교정과치과의원,"경기도 고양시 일산서구 일산로 570, 202,203호 (일산동)",031 918 2226
정병현정형외과의원,"경기도 고양시 일산서구 중앙로 1426, 506,506-1호 (주엽동, 일송노블레스)",031 918 0099
최호수치과의원,"경기도 고양시 일산서구 송포로 35, 205호 (대화동, 대륙종합상가)",031 914 2828
원내과의원,"경기도 고양시 일산서구 송포로 35, 206호 (대화동, 대륙종합상가)",031 913 7007
연세느낌표치과의원,"경기도 고양시 일산서구 일현로 53, 3층 (탄현동)",031 925 7522
연세리더스치과의원,"경기도 고양시 일산서구 주화로 42, 3층 (주엽동, 주엽프라자)",031 922 2860
팀의원,"경기도 고양시 일산서구 고봉로 291 (일산동, 에이스스타디움 311호,312호)",031 977 3668
위더스내과의원,"경기도 고양시 일산서구 중앙로 1449, 301~303호 (주엽동, 효원빌딩)",031 924 3376
호소아청소년과의원,"경기도 고양시 일산서구 현중로 8, 탄현마을16단지 (탄현동)",031 911 3325
미앤미치과의원,"경기도 고양시 일산서구 중앙로 1560, 302호 (대화동, 다산스카이빌)",031 914 2804
킴스마취통증의학과의원,"경기도 고양시 일산서구 중앙로 1563, 2층 (대화동, 영림브레아)",031 917 4477
연세백비뇨기과의원,"경기도 고양시 일산서구 중앙로 1421, 5층 (주엽동, 농협중앙회일산중앙지점)",031 911 5400
생명마루장수한의원,"경기도 고양시 일산서구 중앙로 1563, 301호 (대화동, 영림브레아)",031 813 7575
서울드림치과의원,"경기도 고양시 일산서구 강선로 152, 302,303호 (일산동, 두레빌딩)",031 916 2882
연세아름치과의원,"경기도 고양시 일산서구 중앙로 1391, 2층 에스01호 (주엽동, 강선마을복합상가동)",031 917 2877
일산고은소아과의원,"경기도 고양시 일산서구 일산로 523, 303호 (일산동, 보성상가)",031 913 8933
청담치과의원,"경기도 고양시 일산서구 중앙로 1563, 302호 (대화동, 영림프레아)",031 924 2882
참사랑정신과의원,"경기도 고양시 일산서구 일현로 47 (탄현동, 예일큰프라자 304호,404호 일부, 5층 일부)",031 924 0212
일산고려정신과의원,"경기도 고양시 일산서구 일현로 47 (탄현동, 예일큰프라자 404호 일부, 5층일부)",031 924 0211
탄현연세의원,"경기도 고양시 일산서구 일현로 47, 3층 (탄현동, 예일큰프라자)",031 916 7585
아름다운미소치과의원,"경기도 고양시 일산서구 일산로 579, 2층 (일산동, 롯데프라자)",031 913 2075
현대정형외과의원,"경기도 고양시 일산서구 원일로 69, 씨티프라자102호일부,118호,119호,124호일부,125호 (일산동)",031 977 2201
바른이치과의원,"경기도 고양시 일산서구 중앙로 1414, 5층 (주엽동, 주택은행)",031 915 0500
대화공감정신건강의학과의원,"경기도 고양시 일산서구 중앙로 1573, 301호 (대화동, 킨텍스프라자)",031 814 8567
연세예스치과의원,"경기도 고양시 일산서구 일산로 523, 402,403호 (일산동, 보성상가)",031 915 5275
청정한의원,"경기도 고양시 일산서구 일산로 526, 201호 (일산동, 진송빌딩)",031 921 7975
홍정형외과의원,"경기도 고양시 일산서구 일산로 562, 3층 (일산동)",031 911 8700
우리치과의원,"경기도 고양시 일산서구 일청로 3, 3층 (일산동)",031 977 8275
주영진한의원,"경기도 고양시 일산서구 중앙로 1557, 205호 (대화동, 삼운트루아오피스텔)",031-912-8175~6
서린한의원,"경기도 고양시 일산서구 중앙로 1567, 301호 (대화동)",031 919 1075
부일한의원,"경기도 고양시 일산서구 중앙로 1565, 303호 (대화동, 메드위즈)",031 925 2207
우성한의원,"경기도 고양시 일산서구 고양대로 726, 4층 (일산동)",031 975 3075
알피부과의원,"경기도 고양시 일산서구 일현로 42, 401호 (탄현동, 탄현프라자)",031 911 7726
한사랑성모안과의원,"경기도 고양시 일산서구 중앙로 1416, 302,305호 (주엽동, 한사랑빌딩)",031 919 0277
청아정신건강의학과의원,"경기도 고양시 일산서구 중앙로 1455, 306호 (주엽동, 대우시티프라자)",031 812 7582
연세쿰내과의원,"경기도 고양시 일산서구 일산로 526, 2,5층 (일산동, 진송빌딩)",031 914 7508
서울소아과의원,"경기도 고양시 일산서구 일중로 46, 2층 (일산동)",031 976 9200
예원치과의원,"경기도 고양시 일산서구 탄중로 514, 203호 (일산동, 에이스10차아파트상가동 )",031 913 7282
연세화이트치과의원,"경기도 고양시 일산서구 강성로 263, 3층 (대화동, 재성빌딩)",031 913 0275
루체피부과의원,"경기도 고양시 일산서구 중앙로 1444, 4층 (주엽동, 태원빌딩)",031 917 8088
일산튼튼정형외과의원,"경기도 고양시 일산서구 강선로 49, 3층 1호 (주엽동, BYC빌딩)",031 924 5252
서울원치과의원,"경기도 고양시 일산서구 중앙로 1493 (주엽동, 애비뉴상가 2001-4호,2001-5호)",031 915 2828
연세미즈산부인과의원,"경기도 고양시 일산서구 중앙로 1437, 507,508호 (주엽동, 화성프라자)",031 916 8585
일산어린이치과의원,"경기도 고양시 일산서구 일산로 562, 2층 209호(일산동. 신일산연합상가) (일산동)",031-915-7047
한빛치과의원,"경기도 고양시 일산서구 현중로 10, 208-210호 (탄현동, 풍림아파트상가)",031 922 7528
설우한의원,"경기도 고양시 일산서구 중앙로 1493, 2058호 (주엽동, 애비뉴상가)",031 915 1361
의료법인정오의료재단본의원,"경기도 고양시 일산서구 산현로 7, 3,4층 (탄현동)",031 916 8575
이명형정형외과의원,"경기도 고양시 일산서구 원일로 81, 2~5층 (일산동, 해동빌딩)",031 975 7887
아이산산부인과의원,"경기도 고양시 일산서구 덕이로 10 (덕이동, 지하1층 일부,1층, 2층일부, 3층)",031 916 9400
탄현하나이비인후과의원,"경기도 고양시 일산서구 일현로 123 (탄현동, 외 1필지 휴먼코아 204호,205호)",031 922 7530
손가정의학과의원,"경기도 고양시 일산서구 대산로 164, 202,204호 (주엽동, 문촌마을상가동)",031 913 6113
크리스마스치과의원,"경기도 고양시 일산서구 일산로 526, 4층 (일산동, 진송빌딩)",031 918 2626
동부치과의원,"경기도 고양시 일산서구 중앙로 1470, A동 226~228호 (주엽동, 동부썬프라자)",031 919 3606
함박웃음치과의원,"경기도 고양시 일산서구 고양대로 676-1, 3-5층 (일산동)",031 976 5511
한사랑김수련산부인과의원,"경기도 고양시 일산서구 중앙로 1416, 203,204호 (주엽동, 한사랑빌딩)",031 922 7997
에이스치과의원,"경기도 고양시 일산서구 일현로 56, 301호 (탄현동, 삼정프라자)",031 921 7585
회화한의원,"경기도  일산로695번길 6-2 (대화동2138-9, 1층)",031 913 7533
디오서울치과의원,"경기도 고양시 일산서구 산현로 7, 305-307호 (탄현동, 풍성프라자)",031 922 8575
다나의원,"경기도 고양시 일산서구 일현로 56, 205호일부호 (탄현동, 삼정프라자)",031 922 7592
일산연세소아과의원,"경기도 고양시 일산서구 중앙로 1493, 2001호 (주엽동, 문촌마을복합상가동)",031-918-9911
탄현수내과의원,"경기도 고양시 일산서구 일현로 56, 303호 (탄현동, 삼정프라자)",031 922 7572
성모맑은의원,경기도 고양시 일산서구 일중로 46 (일산동),031 975 1175
김대호안과의원,"경기도 고양시 일산서구 일현로 56, 203호 (탄현동, 삼정프라자)",031 922 7585
차동일한의원,"경기도 고양시 일산서구 일현로 56, 302호 (탄현동, 삼정프라자)",031 917 1075
아름다운이치과의원,"경기도 고양시 일산서구 중앙로 1406, 414호 (주엽동, 한솔코아)",031 915 8884
제원한의원,"경기도 고양시 일산서구 중앙로 1455, 301,302호 (주엽동, 대우시티프라자)",031 914 8334
정현승내과의원,"경기도 고양시 일산서구 일중로 92, 3층 (일산동)",031 975 7782
탄현경희한의원,"경기도 고양시 일산서구 산현로 15, 303호 (탄현동, 무광프라자)",031 922 6511
박지훈내과의원,"경기도 고양시 일산서구 후곡로 22, 302,303호 (일산동, 신일상가)",031 919 0275
고른이치과의원,"경기도 고양시 일산서구 산현로 15, 3층 (탄현동, 무광프라자)",031 912 7528
탄현서울이비인후과의원,"경기도 고양시 일산서구 산현로 15, 205호 (탄현동, 무광프라자)",031 915 0868
김원섭내과의원,"경기도 고양시 일산서구 산현로 15, 304호 (탄현동, 무광프라자)",031 922 9922
아담치과의원,"경기도 고양시 일산서구 대산로 164, 304호 (주엽동, 문촌마을상가동)",031 914 9267
임윤식치과의원,"경기도 고양시 일산서구 강선로 59, 302,307호 (주엽동, 동신파크빌딩)",031 911 2853
메리디언치과의원,"경기도 고양시 일산서구 대산로 116, 206,207호 (주엽동, 유화프라자)",031 914 3841
웰빙내과의원,"경기도 고양시 일산서구 중앙로 1426, 6층 (주엽동, 일송노블레스)",031 912 8292
푸른대화치과의원,"경기도 고양시 일산서구 중앙로 1568, 401호 (대화동, 하성프라자)",031 912 2855
탄현부부치과의원,"경기도 고양시 일산서구 탄현로 115-22, 303호 (탄현동, 큰마을단지상가)",031 916 9754
한빛연합의원,"경기도 고양시 일산서구 탄현로 115-22, 305,306,315호 (탄현동, 큰마을대림현대아파트주상가)",031 913 7288
탄현정형외과의원,"경기도 고양시 일산서구 탄중로233번길 25 (탄현동, 1490-1,2번지 양우프라자1,3층)",031 919 2141
자이언성형외과의원,"경기도 고양시 일산서구 중앙로 1406, 512,513호 (주엽동, 한솔코아)",031 919 5955
주엽제일의원,"경기도 고양시 일산서구 중앙로 1437, 403호 (주엽동, 화성프라자)",031 918 8118
삼성내과의원,"경기도 고양시 일산서구 강선로 152, 402호 (일산동, 두레빌딩)",031 922 9321
장재진내과의원,"경기도 고양시 일산서구 중앙로 1437, 408호 (주엽동, 화성프라자)",031 919 0336
연세마취통증의학과의원,"경기도 고양시 일산서구 중앙로 1455, 305호 (주엽동, 대우시티프라자)",031 918 7555
태비뇨기과의원,"경기도 고양시 일산서구 중앙로 1437, 402호 (주엽동, 화성프라자)",031 918 8875
후곡필정형외과의원,"경기도 고양시 일산서구 일산로 549, 2층 (일산동, 오리온프라자)",031 917 7476
성모치과의원,"경기도 고양시 일산서구 중앙로 1455, 303호 (주엽동, 대우시티프라자)",031 921 2875
호수준의원,"경기도 고양시 일산서구 중앙로 1456, 414호,415호호 (주엽동, 서현프라자)",031 913 0717
세종치과의원,"경기도 고양시 일산서구 일산로 662, 301호 (대화동, 하나로프라자)",031 911 1222
박호정이비인후과의원,경기도 고양시 일산서구 일중로 46 (일산동),031 975 8275
아토윌강선한의원,"경기도 고양시 일산서구 대산로 116, 304호 (주엽동, 유화프라자)",031 914 2056
인동한의원,경기도 고양시 일산서구 중앙로 1391 (주엽동),031 915 1075
오성한의원,경기도 고양시 일산서구 대산로211번길 7-21 (대화동),031 918 5574
정내과의원,"경기도 고양시 일산서구 일현로 128, 302호 (탄현동, 동성상가)",031 921 8275
메트로치과의원,"경기도 고양시 일산서구 강성로 121, 406호 (주엽동, 일산삼희프라자)",031 919 2871
서울백치과의원,"경기도 고양시 일산서구 일중로 46, 3층 (일산동)",031 977 2875
서현치과의원,"경기도 고양시 일산서구 중앙로 1456, 410,411호 (주엽동, 서현프라자)",031 914 2875
주엽성모안과의원,"경기도 고양시 일산서구 중앙로 1437, 405호 (주엽동, 화성프라자)",031 918 0057
동서한의원,"경기도 고양시 일산서구 주화로 70, 305~6호 (주엽동, 우신프라자)",031 918 8288
한솔학문외과의원,"경기도 고양시 일산서구 중앙로 1406, 605-611호 (주엽동, 한솔코아)",031 911 7175
누가가정의학과의원,경기도 고양시 일산서구 탄중로 518 (일산동),031 918 8121
성정한의원,"경기도 고양시 일산서구 중앙로 1415, 404,405호 (주엽동, 씨티2000빌딩)",031 919 3696
일산서울내과의원,"경기도 고양시 일산서구 중앙로 1470 (주엽동, 동부썬프라자 C-204,205,206)",031 918 2322
다온이비인후과의원,"경기도 고양시 일산서구 중앙로 1426, 410,411호 (주엽동, 일송노블레스)",031 912 4431
백한의원,"경기도 고양시 일산서구 일현로 123, 401호 (탄현동, 휴엔코아)",031 918 7740
한사랑치과의원,"경기도 고양시 일산서구 중앙로 1416, 303호 (주엽동, 한사랑빌딩)",031 919 2875
한사랑피부과의원,"경기도 고양시 일산서구 중앙로 1416, 402호 (주엽동, 한사랑빌딩)",031 918 3290
바오로의원,"경기도 고양시 일산서구 일중로 46, 2층 (일산동)",031 976 7677
이가정의학과의원,"경기도 고양시 일산서구 후곡로 19, 301,302호 (일산동, 화성프라자)",031 919 3865
조민치과의원,"경기도 고양시 일산서구 일산로 525, A동 305,306호 (일산동, 대화프라자)",031 912 2875
위강한의원,"경기도 고양시 일산서구 중앙로 1437, 410호 (주엽동, 화성프라자)",031 918 7500
주엽치과의원,"경기도 고양시 일산서구 중앙로 1437 (주엽동, 화성프라자)",031 918 2020
동의보감한의원,경기도 고양시 일산서구 일청로 15-1 (일산동),031 977 7507
세화한의원,경기도 고양시 일산서구 후곡로 22 (일산동),031 916 0374
연세박임재소아청소년과의원,"경기도 고양시 일산서구 일산로 524, 203호 (일산동, 동심프라자)",031 917 4451
송정중정신과의원,"경기도 고양시 일산서구 중앙로 1437, 401,512호 (주엽동, 화성프라자)",031 918 7575
이재원정형외과의원,"경기도 고양시 일산서구 강선로 59, 5층 (주엽동, 동신파크)",031-916-0260
정미성소아과의원,경기도 고양시 일산서구 일산로 580 (일산동),031 917 8275
하나의원,"경기도 고양시 일산서구 일현로 119, 2층 (탄현동, 동신빌딩)",031 917 6935
일산베스트치과의원,"경기도 고양시 일산서구 후곡로 19, 302,303호 (일산동, 평화프라자)",031 917 2875
실로암정형외과의원,"경기도 고양시 일산서구 고봉로 303, 2~3층 (일산동)",031 976 7600
유진피부과의원,"경기도 고양시 일산서구 강선로 59, 304호 (주엽동, 동신파크)",031 917 6749
탄현중앙치과의원,"경기도 고양시 일산서구 현중로 64, 204,205호 (탄현동, 현대한신상가)",031 917 2804
강남성모안과의원,"경기도 고양시 일산서구 강선로 59 (주엽동, 동신파크 301,307,308호)",031 917 6258
피노키오치과의원,"경기도 고양시 일산서구 중앙로 1456, 501호 (주엽동, 서현프라자)",031 915 2875
성모내과의원,"경기도 고양시 일산서구 강선로 59 (주엽동, 동신파크 405호일부, 406~7호)",031 917 7575
일산소망치과의원,"경기도 고양시 일산서구 대산로 251, 201호 (대화동, 성저마을동익상가)",031 911 5296
이경섭정신건강의학과의원,"경기도 고양시 일산서구 강선로 59, 401호 (주엽동, 동신파크빌딩)",031 915 8834
서강한의원,"경기도 고양시 일산서구 일청로 17-1, 2층 (일산동)",031 976 8831
서병국이비인후과의원,"경기도 고양시 일산서구 강선로 59, 309호 (주엽동, 동신파크빌딩)",031 914 3336
명안과의원,"경기도 고양시 일산서구 대산로 117 (주엽동, 강선프라자 3층)",031 914 0075
현내과의원,"경기도 고양시 일산서구 대산로 117 (주엽동, 51번지 강선프라자3층)",031 915 2966
연세부부치과의원,"경기도 고양시 일산서구 대산로 117, 3층 (주엽동)",031 915 2877
김이비인후과의원,"경기도 고양시 일산서구 대산로 117, 401호 (주엽동, 강선크리닉빌딩)",031 913 2253
성모한의원,"경기도 고양시 일산서구 대산로 117, 403호 (주엽동)",031 914 2473
김충배치과의원,"경기도 고양시 일산서구 중앙로 1371, 3층 40,41호 (주엽동, 강선마을복합상가동)",031 911 2811
김용중치과의원,"경기도 고양시 일산서구 일현로 128, 206,205-1호 (탄현동, 동성상가)",031 911 2211
태영치과의원,"경기도 고양시 일산서구 중앙로 1388 (주엽동, 강선마을복합상가 동관321호)",031 915 6507
김영호치과의원,"경기도 고양시 일산서구 원일로 126, 201,202호 (일산동, 원프라자)",031 976 0834
이준기이비인후과의원,"경기도 고양시 일산서구 강선로 152, 301호 (일산동, 두레빌딩)",031 913 2258
김혜숙산부인과의원,"경기도 고양시 일산서구 강선로 49, 208호,209호 (주엽동, 일산비스타오피스텔)",031 915 9243
윤가정의학과의원,"경기도 고양시 일산서구 일산로 538, 202호 (일산동)",031-915-0701
일산제일영상의학과의원,"경기도 고양시 일산서구 중앙로 1406, 6층 (주엽동, 한솔코아)",031 915 2296
엄소아과의원,"경기도 고양시 일산서구 원일로 126 (일산동, 원프라자 202,203,204,205,304호)",031 977 5568
서울치과의원,"경기도 고양시 일산서구 대산로 123, 101호 (주엽동, 현대프라자)",031 912 9173
김문방한의원,경기도 고양시 일산서구 원일로 102-1 (일산동),031 976 1009
황가정의학과의원,경기도 고양시 일산서구 대산로 55 (주엽동),031 911 0766
일산유내과의원,"경기도 고양시 일산서구 원일로 69, 302호 (일산동, 씨티프라자)",031 977 7007
대명한의원,"경기도 고양시 일산서구 강성로 147, 401,402호 (주엽동, 동문시티프라자)",031 918 7637
해오름안과의원,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 403~405호)",031 913 4011
일산의원,"경기도 고양시 일산서구 고양대로 691, 303호 (일산동, 한더빌딩)",031 976 1240
일산한의원,"경기도 고양시 일산서구 일중로 46, 2층 (일산동)",031 976 4011
탑치과의원,"경기도 고양시 일산서구 일현로 42, 403~4호 (탄현동, 탄현프라자)",031 923 2875
광진한의원,"경기도 고양시 일산서구 강성로 121, 407~8호 (주엽동, 일산삼희프라자)",031 919 7510
일신의원,"경기도 고양시 일산서구 원일로 73, 2층 (일산동)",031 975 2124
우노힐일산요양병원,"경기도 고양시 일산동구 고봉로 467-56, 가동 1~3층 (성석동)",031-975-1275
동원요양병원,"경기도 고양시 일산동구 일산로 439, 지하1~2층 지상2~5층호 (정발산동)",031-850-7000
차연한방병원,"경기도 고양시 일산동구 중앙로 1312, 4~5층 (정발산동)",031-816-1010
동국마음요양병원,"경기도 고양시 일산동구 숲속마을로 18, 웰빙타운 5~8층,4층 403호 (풍동)",031-811-9900
이푸른요양병원,"경기도 고양시 일산동구 중앙로 1124, 4층 (백석동, 흰돌마을1단지아파트 상가동)",031-932-3338
일산복음요양병원,"경기도 고양시 일산동구 고양대로 760, 나동 6~10층 (중산동, 일산복음병원)",031-977-6633
다스람요양병원,"경기도 고양시 일산동구 성현로29번길 28-9, 지항1층,1~4층 (성석동)",1800-5173
일산리더스요양병원,"경기도 고양시 일산동구 위시티로 18, 5~8층 (식사동, 동국타워)",031-962-0050
일산이십일세기병원,"경기도 고양시 일산동구 중앙로 1059 (백석동, ISD빌딩 3~8층)",031-909-9600
중산요양병원,경기도 고양시 일산동구 중산로 241 (중산동),031-976-1388
미소아침요양병원,경기도 고양시 일산동구 중산로157번길 49 (중산동),031-819-7570
연세마두병원,"경기도 고양시 일산동구 강석로 123 (마두동, 뉴삼창마트)",031-902-5000
의료법인두영의료재단 정안요양병원,경기도 고양시 일산동구 성현로377번길 128-4 (문봉동),031-977-8757
제이요양병원,"경기도 고양시 일산동구 중산로 117, 2,5층 101호 (중산동)",031-977-8101~4
일산하이병원,경기도 고양시 일산동구 고양대로 761 (중산동),031-1522-1275
의료법인사과나무의료재단 중산사과나무치과병원,"경기도 고양시 일산동구 고양대로 762, 309호 (중산동)",
일산아르고요양병원,"경기도 고양시 일산동구 하늘마을1로 14 (중산동, 일산 조은프라자,  3층,4층일부,6층,7층)",031-976-1844
연세서울병원,"경기도 고양시 일산동구 중앙로 1200 (마두동,5,6,7층)",
연세플라워치과병원,"경기도 고양시 일산동구 정발산로42번길 5 (장항동, 대한생명 일산사옥 12층)",031-917-4009
재단법인자생의료재단일산자생한방병원,"경기도 고양시 일산동구 중앙로 1130, B2-01~19호 (마두동, 강촌마을6단지아파트)",031-931-7040
해븐리병원,"경기도 고양시 일산동구 중산로 117 (중산동, 성도빌딩,지하1층일부,1층일부,3층,4층)",031-922-8822
일산사랑요양병원,"경기도 고양시 일산동구 장백로 86 (백석동,3,5,6층)",031-901-8119
일산현대요양병원,"경기도 고양시 일산동구 무궁화로 346, 지하1~2층,1~3층 (풍동)",031 922 7575
일산참사랑요양병원,"경기도 고양시 일산동구 무궁화로 31-16 (장항동, 남정시티프라자8차 3층, 4층, 6층, 8층)",
일산자애병원,"경기도 고양시 일산동구 고봉로 20-21, 양우로데오랜드 304,305,401,503,506~509호 (장항동)",031-919-9942
일산호수요양병원,"경기도 고양시 일산동구 호수로 646-24 (장항동, 위너스 21-∥3,5,6,8층)",031-903-8275
의료법인 세경의료재단 새빛안과병원,경기도 고양시 일산동구 중앙로 1065 (백석동),031-900-7700
동국대학교일산불교한방병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-961-7000
동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-961-9302
허유재병원,"경기도 고양시 일산동구 중앙로 1317, 지하1층~5층,6층 일부, 8층 (장항동)",031-817-1100
카프성모병원,"경기도 고양시 일산동구 일산로 86 (백석동, 한국음주문화센터)",031-810-9200
국립암센터,경기도 고양시 일산동구 일산로 323 (마두동),031-920-0114
일산제일병원,"경기도 고양시 일산동구 장백로 174 (장항동, /장백로 172, 6~7층/ 중앙로 1161, 3층)",031-900-2000
국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",031-900-0023
그레이스병원,"경기도 고양시 일산동구 중앙로 1073, (지하2층,지하1층,1층중일부,2~9층)/중앙로1071(1층중 일부, 2~4층) (백석동)",031-901-4000
의료법인일산복음병원,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",031-977-5000
메디누리요양병원,"경기도 고양시 일산서구 일현로 53, 1,4,5-8층 (탄현동)",031-925-7575
척사랑병원,"경기도 고양시 일산서구 중앙로 1448 (주엽동, 2층~5층)",1522-7585
든든한병원,"경기도 고양시 일산서구 하이파크2로 60 (덕이동, 든든한빌딩 3~11층)",031-930-6800
착한요양병원,"경기도 고양시 일산서구 원일로 69 (일산동, 씨티플라자 1층, 2층, 5층, 6층)",031-1877-7288
연세항맥병원,"경기도 고양시 일산서구 강성로 121 (주엽동, 삼희프라자301~6호,309~11호,401~2,409-1호,410~11호)",031-925-0667
일산메디안요양병원,"경기도 고양시 일산서구 중앙로 1564 (대화동, 그린월드빌딩 507호,6층,707호,8층,9층,10층)",031-913-3119
건누리병원,"경기도 고양시 일산서구 강성로 275, 스타타워빌딩 2층~8층 (대화동)",031-915-1000
로하스일산요양병원,"경기도 고양시 일산서구 일중로 59 (일산동, 일산마샬빌딩 4,5,6,7,8층)",
무지개요양병원,"경기도 고양시 일산서구 덕이로 212 (덕이동, 백송프라자 3,4층 일부)",031-916-1122
효림요양병원,"경기도 고양시 일산서구 주화로 88 (주엽동, 효림빌딩 201호, 205~6호, 3층, 10층)",
일산중심병원,"경기도 고양시 일산서구 미래로 227, 일산중심병원 지하1-지상4층 (덕이동)",031-810-2000
사과나무치과병원,"경기도 고양시 일산서구 중앙로 1450, 사과나무치과병원 (주엽동)",031 913 9000
일산한울요양병원,"경기도 고양시 일산서구 고봉로 291 (일산동, 에이스스타디움7,8층)",031-975-3700
리빙웰치과병원,"경기도 고양시 일산서구 중앙로 1449 (주엽동, 효원빌딩 401호, 601~602호)",031 916 8020
인제대학교일산백병원,경기도 고양시 일산서구 주화로 170 (대화동),031-910-7114
